content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,total_course_count,course_count_by_term,gender,imm_status,age,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,quiz_attempts_per_quiz
5.0,7,0,5.0,15.0,10.0,0,300.0,240,F,course_1,12,6,M,domestic,21,0.7142857142857143,33.333333333333336,45.0,60.0,3.0
