content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,total_course_count,course_count_by_term,gender,imm_status,age,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,quiz_attempts_per_quiz
57.0,57,0,4.0,8.0,19.0,8.0,675.0,283.0,W,course_1,11,6,F,domestic,19,1.0,25.757575757575758,26.205882352941178,11.842105263157896,2.0
