content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_created,discussion_post_replies,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,gender,imm_status,age,total_course_count,course_count_by_term,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,at_risk
49,56,0,0,0,0,0,0,1,8394,912,F,course_168,M,domestic,28,14,7.0,0.875,65.14285714285714,128.85526315789474,171.30612244897958,0
49,117,0,0,0,0,0,0,18,13300,470,F,course_325,F,international,23,11,6.0,0.4188034188034188,42.72727272727273,311.27659574468083,271.42857142857144,0
49,60,0,3,3,2,0,4,15,14324,673,F,course_223,F,domestic,20,12,6.0,0.8166666666666667,56.083333333333336,255.40564635958395,292.3265306122449,0
49,49,0,4,4,10,5,164,1,3701,1028,F,course_87,F,international,30,8,7.0,1.0,128.5,28.801556420233464,75.53061224489795,0
49,50,0,3,3,0,0,0,0,5723,1386,F,course_104,F,domestic,28,10,6.0,0.98,138.6,41.291486291486294,116.79591836734694,0
49,52,0,0,0,0,0,0,10,17630,1178,F,course_29,M,international,23,13,6.0,0.9423076923076923,90.61538461538461,194.55857385398983,359.7959183673469,0
49,117,0,0,0,0,0,0,14,11069,468,F,course_325,F,international,27,13,7.0,0.4188034188034188,36.0,307.47222222222223,225.89795918367346,0
49,66,0,0,0,0,0,0,0,27096,456,F,course_134,M,domestic,19,15,7.0,0.7424242424242424,30.4,891.3157894736843,552.9795918367347,0
49,66,0,0,0,0,0,0,0,8213,630,F,course_134,M,domestic,20,15,7.0,0.7424242424242424,42.0,195.54761904761904,167.6122448979592,0
49,64,0,4,4,0,0,0,1,45240,2397,F,course_108,M,domestic,22,9,4.0,0.765625,266.3333333333333,169.86232790988737,923.265306122449,0
49,57,0,1,1,0,0,0,10,8551,1298,F,course_5,M,international,24,15,8.0,0.8596491228070176,86.53333333333333,98.81741140215716,174.51020408163265,0
49,52,0,0,0,0,0,0,11,13793,207,F,course_29,M,domestic,31,13,6.0,0.9423076923076923,15.923076923076923,866.2270531400966,281.48979591836735,0
49,52,0,0,0,0,0,0,12,77210,976,F,course_29,M,domestic,26,6,5.0,0.9423076923076923,162.66666666666666,474.6516393442623,1575.7142857142858,0
48,49,0,2,3,0,0,0,4,3911,813,F,course_307,F,domestic,22,12,7.0,0.9795918367346939,67.75,57.72693726937269,81.47916666666667,0
48,92,0,4,4,2,1,7,2,7207,633,F,course_21,F,international,31,13,6.0,0.5217391304347826,48.69230769230769,148.01105845181675,150.14583333333334,0
48,51,0,3,3,0,0,0,15,24132,571,F,course_301,F,domestic,21,13,7.0,0.9411764705882353,43.92307692307692,549.415061295972,502.75,0
48,130,0,5,5,6,12,32,0,45116,985,F,course_222,F,international,46,11,5.0,0.36923076923076925,89.54545454545455,503.83350253807106,939.9166666666666,0
48,51,0,3,3,0,0,0,18,34058,1112,F,course_301,F,domestic,23,12,6.0,0.9411764705882353,92.66666666666667,367.5323741007194,709.5416666666666,0
48,59,0,2,2,4,0,0,2,1991,415,F,course_87,F,international,26,8,7.0,0.8135593220338984,51.875,38.380722891566265,41.479166666666664,0
48,66,0,0,0,0,0,0,9,24769,3289,F,course_28,F,domestic,26,4,4.0,0.7272727272727273,822.25,30.12344177561569,516.0208333333334,0
48,90,0,2,2,0,0,0,3,3957,1031,F,course_319,M,international,28,7,6.0,0.5333333333333333,147.28571428571428,26.866149369544132,82.4375,0
48,119,0,0,0,0,0,0,0,7187,953,F,course_142,F,domestic,21,14,7.0,0.40336134453781514,68.07142857142857,105.58027282266526,149.72916666666666,0
48,83,0,5,5,0,0,0,3,30648,554,F,course_66,M,international,25,22,8.0,0.5783132530120482,25.181818181818183,1217.0685920577616,638.5,1
48,71,0,0,0,0,0,0,5,33011,2752,F,course_117,M,domestic,20,12,7.0,0.676056338028169,229.33333333333334,143.94331395348837,687.7291666666666,0
48,49,0,2,3,0,0,0,4,9595,1112,F,course_307,F,domestic,23,12,6.0,0.9795918367346939,92.66666666666667,103.5431654676259,199.89583333333334,0
48,95,0,0,0,0,0,0,0,24816,844,F,course_8,M,domestic,20,12,6.0,0.5052631578947369,70.33333333333333,352.8341232227488,517.0,0
48,124,0,0,0,0,0,0,14,7005,464,F,course_325,M,international,26,11,6.0,0.3870967741935484,42.18181818181818,166.0668103448276,145.9375,0
48,98,0,0,0,0,0,0,14,11613,633,F,course_325,F,international,31,13,6.0,0.4897959183673469,48.69230769230769,238.49763033175356,241.9375,0
48,117,0,0,0,0,0,0,15,9123,334,F,course_325,M,international,23,13,7.0,0.41025641025641024,25.692307692307693,355.08682634730536,190.0625,0
48,90,0,4,4,0,0,0,3,15380,926,F,course_16,F,international,27,8,7.0,0.5333333333333333,115.75,132.87257019438445,320.4166666666667,0
48,77,0,4,4,0,1,2,0,7090,3260,F,course_16,F,international,26,14,7.0,0.6233766233766234,232.85714285714286,30.447852760736197,147.70833333333334,0
48,95,0,0,0,0,0,0,0,14592,240,F,course_8,F,domestic,25,12,6.0,0.5052631578947369,20.0,729.6,304.0,1
48,95,0,10,11,0,0,0,5,39266,804,F,course_36,M,domestic,26,13,6.0,0.5052631578947369,61.84615384615385,634.8980099502487,818.0416666666666,0
48,88,0,2,2,0,0,0,0,302,1139,F,course_371,M,international,26,22,8.0,0.5454545454545454,51.77272727272727,5.833187006145741,6.291666666666667,0
48,140,0,0,0,0,0,0,0,19837,2532,W,course_44,M,domestic,22,5,5.0,0.34285714285714286,506.4,39.17259083728278,413.2708333333333,0
48,77,0,2,2,0,0,0,0,1711,700,F,course_65,F,international,23,22,8.0,0.6233766233766234,31.818181818181817,53.77428571428572,35.645833333333336,1
48,71,0,0,0,0,0,0,7,18169,1794,F,course_233,M,international,23,13,6.0,0.676056338028169,138.0,131.65942028985506,378.5208333333333,1
48,49,0,2,2,0,0,0,4,3308,428,F,course_307,F,domestic,47,11,6.0,0.9795918367346939,38.90909090909091,85.01869158878505,68.91666666666667,0
48,49,0,2,2,0,0,0,4,2951,571,F,course_307,F,domestic,21,13,7.0,0.9795918367346939,43.92307692307692,67.18563922942207,61.479166666666664,0
48,54,0,12,13,0,0,0,11,8399,877,F,course_263,M,international,24,13,6.0,0.8888888888888888,67.46153846153847,124.50057012542759,174.97916666666666,0
48,52,0,3,3,0,0,0,3,60944,1373,F,course_217,F,domestic,38,7,4.0,0.9230769230769231,196.14285714285714,310.71230881281866,1269.6666666666667,0
48,64,0,15,30,0,0,0,7,73436,2061,W,course_110,F,domestic,25,13,5.0,0.75,158.53846153846155,463.2062105773896,1529.9166666666667,0
48,52,0,3,3,0,0,0,4,6242,591,F,course_217,F,international,40,18,10.0,0.9230769230769231,32.833333333333336,190.11167512690355,130.04166666666666,0
48,52,0,0,0,0,0,0,10,70906,1871,F,course_29,M,international,29,13,6.0,0.9230769230769231,143.92307692307693,492.6659540352752,1477.2083333333333,0
48,90,0,0,0,0,0,0,7,28255,953,F,course_92,F,domestic,21,14,7.0,0.5333333333333333,68.07142857142857,415.0786988457503,588.6458333333334,0
48,83,0,5,5,0,0,0,3,8425,1011,F,course_66,M,international,25,22,8.0,0.5783132530120482,45.95454545454545,183.33333333333334,175.52083333333334,1
48,52,0,0,0,0,0,0,12,95657,1269,F,course_29,F,international,24,13,6.0,0.9230769230769231,97.61538461538461,979.9377462568953,1992.8541666666667,0
48,65,0,1,1,0,0,0,8,6005,1139,F,course_64,M,international,26,22,8.0,0.7384615384615385,51.77272727272727,115.98770851624232,125.10416666666667,1
48,63,0,3,3,0,0,0,5,81516,918,F,course_109,M,domestic,20,9,7.0,0.7619047619047619,102.0,799.1764705882352,1698.25,0
48,52,0,0,0,0,0,0,12,6628,1939,F,course_29,M,domestic,38,13,7.0,0.9230769230769231,149.15384615384616,44.43733883445075,138.08333333333334,0
48,87,0,0,0,0,0,0,13,25076,578,F,course_5,F,international,21,12,6.0,0.5517241379310345,48.166666666666664,520.6089965397924,522.4166666666666,0
48,52,0,0,0,0,0,0,11,27924,543,F,course_29,M,domestic,24,13,6.0,0.9230769230769231,41.76923076923077,668.5303867403316,581.75,0
48,66,0,0,0,0,0,0,7,24368,4413,F,course_28,M,domestic,22,4,4.0,0.7272727272727273,1103.25,22.087468842057557,507.6666666666667,0
48,65,0,1,1,0,0,0,7,28097,996,F,course_64,M,international,24,22,8.0,0.7384615384615385,45.27272727272727,620.6164658634538,585.3541666666666,1
48,89,0,0,0,0,0,0,9,5981,807,F,course_325,M,international,29,11,6.0,0.5393258426966292,73.36363636363636,81.52540272614623,124.60416666666667,0
48,95,0,9,12,0,0,0,7,12696,634,F,course_36,F,domestic,22,12,6.0,0.5052631578947369,52.833333333333336,240.30283911671924,264.5,0
48,67,0,14,25,0,0,0,10,63128,1269,F,course_46,F,international,24,13,6.0,0.7164179104477612,97.61538461538461,646.7013396375098,1315.1666666666667,0
48,95,0,10,30,0,0,0,5,8587,2081,F,course_36,F,international,25,12,6.0,0.5052631578947369,173.41666666666666,49.516578567996156,178.89583333333334,0
47,105,0,0,0,0,0,0,0,8252,2221,F,course_136,M,domestic,42,7,4.0,0.44761904761904764,317.2857142857143,26.008104457451598,175.5744680851064,0
47,62,0,13,13,2,0,0,1,28169,578,F,course_323,F,international,21,12,6.0,0.7580645161290323,48.166666666666664,584.8235294117648,599.3404255319149,0
47,78,0,0,0,0,0,0,0,2967,1361,F,course_61,M,international,26,22,8.0,0.6025641025641025,61.86363636363637,47.96032329169728,63.12765957446808,0
47,96,0,0,0,0,0,0,0,37525,1420,F,course_8,M,international,20,12,6.0,0.4895833333333333,118.33333333333333,317.11267605633805,798.4042553191489,0
47,163,0,0,0,0,0,0,0,3990,1994,F,course_8,M,domestic,27,11,5.0,0.2883435582822086,181.27272727272728,22.011033099297894,84.8936170212766,0
47,71,0,0,0,0,0,0,4,33167,1079,F,course_117,F,international,22,10,5.0,0.6619718309859155,107.9,307.386468952734,705.6808510638298,0
47,54,0,5,9,0,0,0,9,17948,1265,F,course_113,F,international,21,9,4.0,0.8703703703703703,140.55555555555554,127.69328063241107,381.8723404255319,0
47,54,0,3,3,0,0,0,3,40714,781,F,course_362,M,international,31,12,6.0,0.8703703703703703,65.08333333333333,625.5672215108835,866.2553191489362,0
47,56,0,10,13,0,0,0,17,3331,801,W,course_3,F,domestic,20,12,6.0,0.8392857142857143,66.75,49.90262172284644,70.87234042553192,0
47,71,0,0,0,0,0,0,17,8508,631,F,course_325,M,international,31,13,6.0,0.6619718309859155,48.53846153846154,175.283676703645,181.0212765957447,0
47,49,0,0,0,0,0,0,9,11185,642,F,course_92,M,domestic,41,12,6.0,0.9591836734693877,53.5,209.06542056074767,237.9787234042553,0
47,158,0,11,20,0,0,0,0,1333,629,F,course_354,M,international,25,12,6.0,0.2974683544303797,52.416666666666664,25.430842607313195,28.361702127659573,0
47,88,0,0,0,0,0,0,9,13006,733,F,course_325,M,international,27,13,6.0,0.5340909090909091,56.38461538461539,230.66575716234652,276.72340425531917,0
47,89,0,0,0,0,0,0,13,3869,795,F,course_325,F,international,24,11,6.0,0.5280898876404494,72.27272727272727,53.53333333333334,82.31914893617021,0
47,59,0,0,0,0,0,0,7,7720,570,F,course_92,M,domestic,19,12,6.0,0.7966101694915254,47.5,162.52631578947367,164.25531914893617,0
47,121,0,0,0,0,0,0,0,76929,1565,F,course_8,M,international,21,14,8.0,0.3884297520661157,111.78571428571429,688.1827476038338,1636.787234042553,0
47,52,0,0,0,0,0,0,15,36569,964,F,course_29,M,domestic,28,13,7.0,0.9038461538461539,74.15384615384616,493.1504149377593,778.063829787234,0
47,129,0,0,0,2,0,1,11,16125,750,F,course_336,F,international,23,13,7.0,0.3643410852713178,57.69230769230769,279.5,343.0851063829787,0
47,71,0,9,18,0,0,0,10,14767,3449,F,course_1,M,domestic,23,10,5.0,0.6619718309859155,344.9,42.81530878515512,314.1914893617021,1
47,66,0,0,0,0,0,0,0,26546,799,F,course_134,M,domestic,20,14,7.0,0.7121212121212122,57.07142857142857,465.1364205256571,564.8085106382979,0
47,75,0,10,20,0,0,0,9,5911,1334,F,course_153,M,domestic,21,12,6.0,0.6266666666666667,111.16666666666667,53.172413793103445,125.76595744680851,0
47,64,0,4,4,0,0,0,2,24510,1357,F,course_108,F,domestic,22,9,7.0,0.734375,150.77777777777777,162.55711127487103,521.4893617021277,0
47,158,0,11,15,0,0,5,2,8152,532,F,course_354,M,international,24,12,6.0,0.2974683544303797,44.333333333333336,183.8796992481203,173.4468085106383,0
47,65,0,1,1,0,0,0,11,34008,667,F,course_64,F,international,25,22,8.0,0.7230769230769231,30.318181818181817,1121.7031484257873,723.5744680851063,1
47,52,0,0,0,0,0,0,15,35784,1177,F,course_29,M,domestic,23,13,7.0,0.9038461538461539,90.53846153846153,395.2353440951572,761.3617021276596,0
47,83,0,5,5,0,0,0,0,14508,514,F,course_66,M,domestic,61,24,9.0,0.5662650602409639,21.416666666666668,677.4163424124513,308.6808510638298,0
47,60,0,3,3,1,0,0,2,6924,519,F,course_341,M,international,27,12,6.0,0.7833333333333333,43.25,160.09248554913296,147.31914893617022,0
47,54,0,12,13,0,0,0,11,21876,769,F,course_263,F,international,26,13,6.0,0.8703703703703703,59.15384615384615,369.815344603381,465.4468085106383,0
47,83,0,5,5,0,0,0,2,68423,761,F,course_66,M,international,22,22,8.0,0.5662650602409639,34.59090909090909,1978.0630749014454,1455.8085106382978,1
47,57,0,1,1,0,0,0,10,26816,801,F,course_5,F,domestic,20,12,6.0,0.8245614035087719,66.75,401.7378277153558,570.5531914893617,0
47,117,0,7,7,0,0,0,0,20828,750,F,course_26,M,domestic,22,12,6.0,0.4017094017094017,62.5,333.248,443.1489361702128,0
47,67,0,14,36,0,0,0,11,19982,731,F,course_46,F,international,31,13,6.0,0.7014925373134329,56.23076923076923,355.35704514363886,425.1489361702128,0
47,54,0,3,3,0,0,0,2,726,505,F,course_341,F,international,24,13,7.0,0.8703703703703703,38.84615384615385,18.68910891089109,15.446808510638299,0
47,119,0,0,0,0,0,0,0,21919,500,F,course_142,M,domestic,21,11,5.0,0.3949579831932773,45.45454545454545,482.218,466.36170212765956,1
47,195,0,6,6,0,0,0,5,1302,1666,F,course_143,M,domestic,20,12,6.0,0.24102564102564103,138.83333333333334,9.3781512605042,27.70212765957447,0
47,52,0,0,0,0,0,0,11,153274,667,F,course_29,F,international,23,13,6.0,0.9038461538461539,51.30769230769231,2987.3493253373313,3261.148936170213,0
47,90,0,0,0,0,0,0,6,27597,500,F,course_92,F,domestic,20,14,7.0,0.5222222222222223,35.714285714285715,772.716,587.1702127659574,0
47,71,0,0,0,0,0,0,4,10309,1345,F,course_117,F,domestic,28,11,7.0,0.6619718309859155,122.27272727272727,84.31152416356878,219.3404255319149,0
47,90,0,0,0,0,0,0,10,2362,493,F,course_189,M,domestic,20,13,6.0,0.5222222222222223,37.92307692307692,62.28397565922921,50.255319148936174,0
47,52,0,0,0,0,0,0,12,40563,2471,F,course_29,M,domestic,40,13,6.0,0.9038461538461539,190.07692307692307,213.40307567786323,863.0425531914893,0
47,96,0,0,0,0,0,0,0,14837,660,F,course_8,M,domestic,24,12,6.0,0.4895833333333333,55.0,269.76363636363635,315.6808510638298,0
47,54,0,0,0,0,0,0,10,5395,1177,F,course_6,M,domestic,23,13,7.0,0.8703703703703703,90.53846153846153,59.58793542905693,114.7872340425532,0
47,59,0,2,2,4,0,0,2,765,696,F,course_87,M,international,27,8,7.0,0.7966101694915254,87.0,8.793103448275861,16.27659574468085,0
47,55,0,5,11,0,0,0,0,32338,1012,F,course_235,M,domestic,21,12,6.0,0.8545454545454545,84.33333333333333,383.4545454545455,688.0425531914893,0
47,119,0,0,0,0,0,0,0,34947,1350,F,course_142,M,domestic,20,14,7.0,0.3949579831932773,96.42857142857143,362.4133333333333,743.5531914893617,0
47,110,0,5,5,0,0,0,5,6397,795,F,course_347,F,international,24,11,6.0,0.42727272727272725,72.27272727272727,88.5119496855346,136.10638297872342,0
46,105,0,0,0,0,0,0,0,2729,480,F,course_136,M,domestic,34,14,7.0,0.4380952380952381,34.285714285714285,79.59583333333333,59.32608695652174,0
46,48,0,1,4,1,0,1,1,21343,877,F,course_338,M,international,24,13,6.0,0.9583333333333334,67.46153846153847,316.3728620296465,463.9782608695652,0
46,59,0,2,2,5,0,2,2,45076,459,F,course_87,M,domestic,51,10,5.0,0.7796610169491526,45.9,982.0479302832244,979.9130434782609,0
46,67,0,14,77,0,0,0,11,2619,874,F,course_46,M,international,35,13,6.0,0.6865671641791045,67.23076923076923,38.955377574370715,56.93478260869565,0
46,64,0,4,4,0,0,0,2,20062,1956,F,course_108,M,domestic,21,9,7.0,0.71875,217.33333333333334,92.30981595092024,436.1304347826087,0
46,64,0,15,17,0,0,0,7,29460,1565,W,course_110,M,international,21,14,6.0,0.71875,111.78571428571429,263.5399361022364,640.4347826086956,0
46,56,0,10,20,0,0,0,14,4632,2458,W,course_3,F,domestic,40,9,5.0,0.8214285714285714,273.1111111111111,16.96013018714402,100.69565217391305,1
46,62,0,3,3,0,0,4,1,3213,769,F,course_334,F,international,26,13,6.0,0.7419354838709677,59.15384615384615,54.31599479843953,69.84782608695652,0
46,63,0,3,3,0,0,0,0,12529,417,F,course_101,F,domestic,20,21,7.0,0.7301587301587301,19.857142857142858,630.956834532374,272.3695652173913,0
46,55,0,0,0,0,0,0,12,5730,2163,F,course_5,F,international,32,18,10.0,0.8363636363636363,120.16666666666667,47.68377253814147,124.56521739130434,0
46,63,0,3,3,0,0,0,4,14694,2047,F,course_109,M,domestic,30,6,5.0,0.7301587301587301,341.1666666666667,43.06985832926233,319.4347826086956,0
46,63,0,3,3,0,0,0,4,12718,1439,F,course_109,F,domestic,20,10,6.0,0.7301587301587301,143.9,88.38082001389854,276.4782608695652,0
46,64,0,3,3,0,0,0,3,5268,1330,F,course_290,M,international,27,8,7.0,0.71875,166.25,31.687218045112783,114.52173913043478,0
46,110,0,0,0,0,0,0,0,1135,750,F,course_348,M,international,24,11,6.0,0.41818181818181815,68.18181818181819,16.646666666666665,24.67391304347826,0
46,90,0,4,4,0,0,0,1,553,616,F,course_16,M,international,26,8,7.0,0.5111111111111111,77.0,7.181818181818182,12.021739130434783,0
46,61,0,13,13,0,0,0,1,24490,1541,F,course_323,M,international,32,11,6.0,0.7540983606557377,140.0909090909091,174.81505515898766,532.3913043478261,0
46,81,0,8,8,0,0,0,0,20115,1038,F,course_266,M,domestic,21,12,6.0,0.5679012345679012,86.5,232.54335260115607,437.2826086956522,0
46,119,0,0,0,0,0,0,0,48987,602,F,course_142,M,domestic,19,14,7.0,0.3865546218487395,43.0,1139.2325581395348,1064.9347826086957,0
46,78,0,0,0,0,0,0,0,4441,1034,F,course_61,F,international,23,22,8.0,0.5897435897435898,47.0,94.48936170212765,96.54347826086956,0
46,71,0,8,12,0,0,0,15,20257,736,F,course_1,F,domestic,25,12,6.0,0.647887323943662,61.333333333333336,330.27717391304344,440.3695652173913,0
46,88,0,9,9,0,0,0,7,20459,333,F,course_154,M,domestic,22,10,5.0,0.5227272727272727,33.3,614.3843843843845,444.7608695652174,0
46,71,0,0,0,0,0,0,15,9467,842,F,course_325,M,international,27,13,6.0,0.647887323943662,64.76923076923077,146.1650831353919,205.80434782608697,0
46,119,0,0,0,0,0,0,0,23537,686,F,course_142,F,domestic,34,14,7.0,0.3865546218487395,49.0,480.3469387755102,511.67391304347825,0
46,54,0,3,3,0,0,0,1,1812,829,F,course_341,M,international,24,13,7.0,0.8518518518518519,63.76923076923077,28.414957780458383,39.391304347826086,0
46,52,0,0,0,0,0,0,12,21338,2654,F,course_29,M,domestic,23,11,5.0,0.8846153846153846,241.27272727272728,88.43933685003768,463.8695652173913,0
46,158,0,11,15,0,0,5,1,4838,669,F,course_354,M,international,30,12,6.0,0.2911392405063291,55.75,86.78026905829596,105.17391304347827,0
46,51,0,3,3,0,0,0,11,605,655,F,course_155,M,domestic,26,10,5.0,0.9019607843137255,65.5,9.236641221374045,13.152173913043478,0
46,52,0,0,0,0,0,0,12,22357,1382,F,course_29,M,domestic,22,8,7.0,0.8846153846153846,172.75,129.41823444283648,486.0217391304348,0
46,158,0,10,13,0,0,5,1,2301,904,F,course_354,M,international,28,12,6.0,0.2911392405063291,75.33333333333333,30.544247787610622,50.02173913043478,0
46,64,0,3,3,0,0,0,2,3469,1192,F,course_290,M,international,25,12,6.0,0.71875,99.33333333333333,34.92281879194631,75.41304347826087,0
46,62,0,13,13,0,0,3,1,4794,1794,F,course_323,M,international,23,13,6.0,0.7419354838709677,138.0,34.73913043478261,104.21739130434783,0
46,122,0,7,8,0,0,0,0,216,676,F,course_317,M,international,27,7,6.0,0.3770491803278688,96.57142857142857,2.2366863905325443,4.695652173913044,0
46,91,0,5,5,0,0,0,0,2250,996,F,course_63,M,international,24,22,8.0,0.5054945054945055,45.27272727272727,49.69879518072289,48.91304347826087,0
46,66,0,0,0,0,0,0,0,12012,273,F,course_134,M,domestic,19,15,7.0,0.696969696969697,18.2,660.0,261.1304347826087,0
46,110,0,3,3,0,0,0,9,7801,489,F,course_105,F,domestic,23,21,7.0,0.41818181818181815,23.285714285714285,335.0122699386503,169.58695652173913,0
46,71,0,0,0,0,0,0,4,82271,2802,F,course_117,F,international,24,9,4.0,0.647887323943662,311.3333333333333,264.25374732334046,1788.5,0
46,183,0,14,14,0,0,0,2,11807,641,F,course_56,M,domestic,21,11,5.0,0.25136612021857924,58.27272727272727,202.61622464898596,256.67391304347825,0
46,88,0,2,2,0,0,0,0,1356,931,F,course_371,F,international,25,22,8.0,0.5227272727272727,42.31818181818182,32.04296455424275,29.47826086956522,0
46,184,0,24,25,0,0,0,3,11100,1459,F,course_56,M,domestic,20,9,7.0,0.25,162.11111111111111,68.4715558601782,241.30434782608697,0
46,163,0,0,0,0,0,0,0,16626,351,F,course_8,M,domestic,20,12,6.0,0.2822085889570552,29.25,568.4102564102565,361.4347826086956,0
46,60,0,3,3,0,0,0,3,2071,901,F,course_341,M,international,24,12,6.0,0.7666666666666667,75.08333333333333,27.5826859045505,45.02173913043478,0
46,158,0,11,19,0,0,0,1,13090,811,F,course_354,F,international,27,12,6.0,0.2911392405063291,67.58333333333333,193.68680641183724,284.5652173913044,0
46,53,0,3,3,0,0,0,3,8916,1205,F,course_341,F,international,29,13,7.0,0.8679245283018868,92.6923076923077,96.18921161825726,193.82608695652175,0
46,52,0,0,0,0,0,0,13,106086,1566,F,course_29,M,domestic,31,9,7.0,0.8846153846153846,174.0,609.6896551724138,2306.217391304348,0
46,66,0,0,0,0,0,0,0,30661,650,F,course_134,M,domestic,19,15,7.0,0.696969696969697,43.333333333333336,707.5615384615385,666.5434782608696,0
46,71,0,0,0,0,0,0,7,28854,590,F,course_233,M,domestic,20,12,6.0,0.647887323943662,49.166666666666664,586.8610169491526,627.2608695652174,0
46,77,0,2,2,0,0,0,0,3556,800,F,course_65,M,domestic,24,23,9.0,0.5974025974025974,34.78260869565217,102.235,77.30434782608695,0
45,121,0,0,0,0,0,0,0,14944,1343,F,course_8,F,international,21,15,7.0,0.371900826446281,89.53333333333333,166.90990320178705,332.0888888888889,0
45,50,0,2,2,0,0,0,0,7341,689,F,course_104,F,domestic,37,21,7.0,0.9,32.80952380952381,223.74600870827285,163.13333333333333,0
45,104,0,6,10,0,0,0,1,10420,1111,F,course_206,F,domestic,24,19,10.0,0.4326923076923077,58.473684210526315,178.1998199819982,231.55555555555554,0
45,117,0,6,12,0,0,0,0,36964,800,F,course_26,M,domestic,21,12,6.0,0.38461538461538464,66.66666666666667,554.4599999999999,821.4222222222222,0
45,47,0,0,0,0,0,0,0,101388,3646,W,course_43,F,domestic,22,5,5.0,0.9574468085106383,729.2,139.04004388370817,2253.0666666666666,0
45,54,0,12,13,0,0,0,12,6734,1530,F,course_263,M,international,26,13,6.0,0.8333333333333334,117.6923076923077,57.21699346405229,149.64444444444445,0
45,121,0,0,0,0,0,0,0,13744,340,F,course_8,M,international,19,6,6.0,0.371900826446281,56.666666666666664,242.54117647058825,305.4222222222222,1
45,54,0,12,13,0,0,0,12,7960,1294,F,course_263,M,international,30,13,6.0,0.8333333333333334,99.53846153846153,79.96908809891809,176.88888888888889,0
45,90,0,4,4,1,0,0,1,3392,508,F,course_16,F,international,46,8,7.0,0.5,63.5,53.41732283464567,75.37777777777778,0
45,66,0,0,0,0,0,0,0,24227,667,F,course_134,M,domestic,20,14,7.0,0.6818181818181818,47.642857142857146,508.5127436281859,538.3777777777777,0
45,95,0,0,0,0,0,0,0,58152,909,F,course_8,M,domestic,20,12,6.0,0.47368421052631576,75.75,767.6831683168317,1292.2666666666667,0
45,46,0,3,3,0,0,0,1,3654,843,F,course_14,M,international,36,13,6.0,0.9782608695652174,64.84615384615384,56.34875444839858,81.2,0
45,64,0,4,4,0,0,0,2,19062,1048,F,course_108,M,domestic,31,7,5.0,0.703125,149.71428571428572,127.32251908396945,423.6,0
45,64,0,4,4,0,0,0,2,31182,1881,F,course_108,F,domestic,35,14,6.0,0.703125,134.35714285714286,232.0829346092504,692.9333333333333,0
45,101,0,0,0,0,0,0,10,13074,558,F,course_325,F,international,24,13,7.0,0.44554455445544555,42.92307692307692,304.5913978494624,290.53333333333336,0
45,95,0,10,36,0,0,0,5,26960,1382,F,course_36,M,domestic,22,8,7.0,0.47368421052631576,172.75,156.06367583212736,599.1111111111111,0
45,46,0,0,0,0,0,0,0,24246,598,F,course_48,M,domestic,19,13,6.0,0.9782608695652174,46.0,527.0869565217391,538.8,0
45,54,0,3,3,0,0,0,3,31301,889,F,course_362,M,international,25,12,6.0,0.8333333333333334,74.08333333333333,422.5106861642295,695.5777777777778,0
45,122,0,8,16,0,0,0,1,2624,1027,F,course_317,M,international,28,7,6.0,0.36885245901639346,146.71428571428572,17.885102239532618,58.31111111111111,0
45,66,0,0,0,0,0,0,0,19594,834,F,course_134,M,domestic,20,15,7.0,0.6818181818181818,55.6,352.41007194244605,435.4222222222222,0
45,63,0,3,3,0,0,0,4,55826,908,F,course_109,M,domestic,49,6,5.0,0.7142857142857143,151.33333333333334,368.8942731277533,1240.5777777777778,0
45,58,0,8,8,0,0,0,0,2325,3490,W,course_38,F,domestic,22,13,5.0,0.7758620689655172,268.46153846153845,8.660458452722063,51.666666666666664,0
45,64,0,2,2,0,0,0,2,2151,915,F,course_290,M,international,25,8,7.0,0.703125,114.375,18.80655737704918,47.8,0
45,66,0,0,0,0,0,0,0,13769,685,F,course_134,M,domestic,19,14,7.0,0.6818181818181818,48.92857142857143,281.4102189781022,305.97777777777776,0
45,66,0,0,0,0,0,0,7,88692,1766,F,course_28,M,domestic,28,4,4.0,0.6818181818181818,441.5,200.88788221970555,1970.9333333333334,0
45,88,0,4,4,0,0,0,1,2374,313,F,course_154,M,domestic,21,8,4.0,0.5113636363636364,39.125,60.677316293929714,52.75555555555555,0
45,64,0,2,2,0,0,0,5,10175,560,F,course_290,M,international,27,12,6.0,0.703125,46.666666666666664,218.0357142857143,226.11111111111111,0
45,59,0,6,6,0,0,1,6,16793,1519,F,course_340,F,international,28,13,6.0,0.7627118644067796,116.84615384615384,143.7188940092166,373.1777777777778,0
45,48,0,1,2,0,0,0,1,63820,769,F,course_338,F,international,26,13,6.0,0.9375,59.15384615384615,1078.8816644993499,1418.2222222222222,0
45,182,0,19,19,0,0,0,3,6654,3516,F,course_56,F,domestic,25,9,4.0,0.24725274725274726,390.6666666666667,17.032423208191126,147.86666666666667,0
45,63,0,0,0,0,0,0,13,22293,1612,F,course_179,M,domestic,20,13,6.0,0.7142857142857143,124.0,179.78225806451613,495.4,0
45,65,0,1,1,0,0,0,8,17085,813,F,course_64,M,international,23,22,8.0,0.6923076923076923,36.95454545454545,462.3247232472325,379.6666666666667,1
