content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_created,discussion_post_replies,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,gender,imm_status,age,total_course_count,course_count_by_term,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,at_risk
5,16,0,0,0,0,0,0,6,2695,866,F,course_225,M,domestic,21,12,6.0,0.3125,72.16666666666667,37.34411085450346,539.0,0
5,56,0,0,0,0,0,0,1,1911,629,F,course_168,M,domestic,20,11,5.0,0.08928571428571429,57.18181818181818,33.41971383147854,382.2,0
5,11,0,3,3,0,0,0,2,11360,1287,F,course_83,M,domestic,32,16,8.0,0.45454545454545453,80.4375,141.22766122766123,2272.0,0
5,39,0,0,0,0,0,0,10,27,1331,F,course_286,M,international,26,8,7.0,0.1282051282051282,166.375,0.1622839969947408,5.4,0
5,105,0,0,0,0,0,0,0,2224,273,F,course_136,M,domestic,19,15,7.0,0.047619047619047616,18.2,122.1978021978022,444.8,0
5,21,0,0,0,0,0,0,1,3700,204,F,course_200,M,domestic,20,14,7.0,0.23809523809523808,14.571428571428571,253.921568627451,740.0,0
5,39,0,0,0,0,0,0,10,25,843,F,course_286,F,international,26,8,7.0,0.1282051282051282,105.375,0.2372479240806643,5.0,0
5,37,0,3,3,0,0,0,1,71,839,F,course_90,M,international,30,8,7.0,0.13513513513513514,104.875,0.6769964243146603,14.2,0
5,50,0,3,3,0,0,0,0,6161,319,F,course_104,F,domestic,19,20,6.0,0.1,15.95,386.26959247648904,1232.2,0
5,30,0,1,1,0,0,0,1,12314,299,F,course_272,M,domestic,22,14,7.0,0.16666666666666666,21.357142857142858,576.5752508361204,2462.8,1
5,71,0,8,14,0,0,0,14,4934,525,F,course_1,M,domestic,19,12,6.0,0.07042253521126761,43.75,112.77714285714286,986.8,0
5,19,5,0,0,0,0,0,12,2889,1218,F,course_92,M,international,26,11,6.0,0.2631578947368421,110.72727272727273,26.091133004926107,577.8,0
5,21,0,0,0,0,0,0,1,181,2710,F,course_200,M,domestic,29,12,6.0,0.23809523809523808,225.83333333333334,0.8014760147601475,36.2,0
5,42,0,0,0,0,0,0,1,545,297,F,course_196,M,domestic,20,14,7.0,0.11904761904761904,21.214285714285715,25.69023569023569,109.0,0
5,28,0,3,3,0,0,0,6,404,675,F,course_289,M,international,27,7,6.0,0.17857142857142858,96.42857142857143,4.189629629629629,80.8,0
5,26,0,3,3,0,0,0,7,235,682,F,course_289,F,international,28,8,7.0,0.19230769230769232,85.25,2.7565982404692084,47.0,0
5,20,0,0,0,0,0,0,0,59,725,F,course_93,M,domestic,24,12,6.0,0.25,60.416666666666664,0.9765517241379311,11.8,0
5,52,0,0,0,0,0,0,0,140,439,F,course_13,F,domestic,22,14,7.0,0.09615384615384616,31.357142857142858,4.4646924829157175,28.0,0
5,49,0,0,0,0,0,0,2,4425,482,F,course_307,M,domestic,20,14,7.0,0.10204081632653061,34.42857142857143,128.52697095435684,885.0,0
5,9,0,4,6,0,0,2,2,82,924,F,course_15,F,international,26,13,6.0,0.5555555555555556,71.07692307692308,1.1536796536796536,16.4,0
5,56,0,3,3,0,0,0,3,2008,724,F,course_24,F,domestic,38,15,7.0,0.08928571428571429,48.266666666666666,41.60220994475138,401.6,0
5,137,0,0,0,0,0,0,0,7916,113,F,course_193,M,domestic,20,6,6.0,0.0364963503649635,18.833333333333332,420.3185840707965,1583.2,1
5,37,0,0,0,0,0,0,0,500,675,F,course_25,F,domestic,21,19,10.0,0.13513513513513514,35.526315789473685,14.074074074074074,100.0,0
5,108,0,0,0,0,0,0,0,384,515,F,course_348,M,international,25,11,6.0,0.046296296296296294,46.81818181818182,8.201941747572816,76.8,0
5,17,0,0,0,0,0,5,0,971,2397,F,course_25,M,domestic,22,9,4.0,0.29411764705882354,266.3333333333333,3.6458072590738424,194.2,0
5,105,0,0,0,0,0,0,0,152,509,F,course_136,M,domestic,19,14,7.0,0.047619047619047616,36.357142857142854,4.1807465618860515,30.4,0
5,105,0,0,0,0,0,0,0,288,213,F,course_136,M,domestic,20,14,7.0,0.047619047619047616,15.214285714285714,18.929577464788732,57.6,0
5,108,0,0,0,0,0,0,0,751,617,F,course_348,F,international,24,11,6.0,0.046296296296296294,56.09090909090909,13.38897893030794,150.2,0
5,22,0,0,0,0,0,0,2,2127,805,F,course_275,M,domestic,23,14,7.0,0.22727272727272727,57.5,36.99130434782609,425.4,0
5,54,0,0,0,0,0,0,5,59,936,F,course_288,M,international,30,8,7.0,0.09259259259259259,117.0,0.5042735042735043,11.8,0
5,35,0,4,4,1,0,0,0,386,1091,F,course_20,M,international,26,8,7.0,0.14285714285714285,136.375,2.8304307974335474,77.2,0
5,17,0,0,0,0,0,0,0,237,909,F,course_25,M,domestic,20,12,6.0,0.29411764705882354,75.75,3.128712871287129,47.4,0
5,17,0,0,0,0,0,0,0,374,1618,F,course_25,F,international,21,10,5.0,0.29411764705882354,161.8,2.3114956736711987,74.8,0
5,35,0,0,0,0,0,0,0,70,417,F,course_138,F,domestic,20,21,7.0,0.14285714285714285,19.857142857142858,3.5251798561151078,14.0,1
5,54,0,3,3,0,0,0,3,15445,532,F,course_362,M,international,24,12,6.0,0.09259259259259259,44.333333333333336,348.38345864661653,3089.0,0
5,35,0,4,4,1,0,0,2,1465,569,F,course_20,F,international,26,8,7.0,0.14285714285714285,71.125,20.597539543057998,293.0,0
5,59,0,2,2,0,0,0,2,96,704,F,course_87,F,international,27,8,7.0,0.0847457627118644,88.0,1.0909090909090908,19.2,0
5,54,0,3,3,0,0,0,2,1455,573,F,course_341,F,international,27,13,7.0,0.09259259259259259,44.07692307692308,33.01047120418848,291.0,0
5,54,0,3,3,0,0,0,1,1374,464,F,course_341,M,international,26,11,6.0,0.09259259259259259,42.18181818181818,32.57327586206897,274.8,0
5,11,0,4,4,0,0,0,2,11727,1565,F,course_83,M,international,21,14,8.0,0.45454545454545453,111.78571428571429,104.90607028753993,2345.4,0
5,59,0,2,2,1,0,0,1,146,127,F,course_87,M,domestic,20,7,7.0,0.0847457627118644,18.142857142857142,8.047244094488189,29.2,1
5,54,0,0,0,0,0,0,5,164,1675,F,course_288,M,international,27,8,7.0,0.09259259259259259,209.375,0.7832835820895523,32.8,0
5,64,0,2,2,1,0,1,3,535,478,F,course_335,M,international,25,13,7.0,0.078125,36.76923076923077,14.550209205020922,107.0,0
5,33,0,3,3,1,0,0,1,2093,774,W,course_160,M,domestic,19,12,6.0,0.15151515151515152,64.5,32.44961240310077,418.6,0
5,37,0,3,3,1,0,2,2,879,675,F,course_90,F,international,28,8,7.0,0.13513513513513514,84.375,10.417777777777777,175.8,0
5,49,0,4,4,1,0,2,2,1595,831,F,course_87,M,international,27,8,7.0,0.10204081632653061,103.875,15.354993983152827,319.0,0
5,11,0,4,4,0,0,0,2,34134,1298,F,course_83,M,international,24,15,8.0,0.45454545454545453,86.53333333333333,394.4607087827427,6826.8,0
5,37,0,3,3,0,0,0,0,178,1297,F,course_90,F,international,27,8,7.0,0.13513513513513514,162.125,1.0979182729375483,35.6,0
5,40,0,3,3,0,0,0,1,71,675,F,course_321,M,international,27,7,6.0,0.125,96.42857142857143,0.7362962962962962,14.2,0
5,49,0,4,4,0,0,0,1,800,683,F,course_87,F,international,28,8,7.0,0.10204081632653061,85.375,9.370424597364568,160.0,0
5,28,0,30,33,0,0,0,0,364,1236,F,course_140,M,domestic,23,8,4.0,0.17857142857142858,154.5,2.355987055016181,72.8,0
5,11,0,4,4,0,0,0,2,17835,1206,F,course_83,M,international,21,14,8.0,0.45454545454545453,86.14285714285714,207.03980099502488,3567.0,0
5,9,0,7,9,0,0,0,0,78,924,F,course_88,F,international,26,13,6.0,0.5555555555555556,71.07692307692308,1.0974025974025974,15.6,0
5,62,0,3,3,2,3,20,0,4371,778,F,course_334,F,international,33,13,7.0,0.08064516129032258,59.84615384615385,73.03727506426735,874.2,0
5,85,0,0,0,0,0,0,8,1156,1123,F,course_35,M,international,32,12,6.0,0.058823529411764705,93.58333333333333,12.352626892252895,231.2,0
5,91,0,5,5,0,0,0,0,276,554,F,course_63,M,international,25,22,8.0,0.054945054945054944,25.181818181818183,10.96028880866426,55.2,0
5,9,0,8,8,0,0,0,0,14,1150,F,course_133,M,domestic,23,13,5.0,0.5555555555555556,88.46153846153847,0.15826086956521737,2.8,0
4,60,0,3,4,0,0,0,2,7114,621,F,course_341,M,international,24,12,6.0,0.06666666666666667,51.75,137.46859903381642,1778.5,0
4,42,0,0,0,0,0,0,0,2459,824,F,course_190,M,domestic,21,12,6.0,0.09523809523809523,68.66666666666667,35.810679611650485,614.75,0
4,42,0,0,0,0,0,0,0,268,2710,F,course_196,M,domestic,29,12,6.0,0.09523809523809523,225.83333333333334,1.1867158671586715,67.0,0
4,44,0,1,4,0,0,0,0,400,127,F,course_7,M,domestic,20,7,7.0,0.09090909090909091,18.142857142857142,22.04724409448819,100.0,1
4,62,0,3,3,0,4,9,0,1375,972,F,course_334,F,international,23,13,6.0,0.06451612903225806,74.76923076923077,18.38991769547325,343.75,0
4,42,0,0,0,0,0,0,10,98,698,F,course_30,M,domestic,37,12,6.0,0.09523809523809523,58.166666666666664,1.6848137535816619,24.5,0
4,20,0,8,8,0,0,0,0,15,1207,F,course_93,M,domestic,24,10,6.0,0.2,120.7,0.12427506213753106,3.75,0
4,11,0,4,4,0,0,0,2,19759,1805,F,course_83,M,international,20,14,8.0,0.36363636363636365,128.92857142857142,153.25540166204988,4939.75,0
4,42,0,0,0,0,0,0,0,1461,2157,F,course_190,M,domestic,37,11,5.0,0.09523809523809523,196.0909090909091,7.450625869262865,365.25,0
4,41,0,29,32,0,0,0,0,46,411,F,course_141,F,domestic,19,11,5.0,0.0975609756097561,37.36363636363637,1.2311435523114354,11.5,0
4,54,0,0,0,0,0,0,6,260,879,F,course_288,M,international,26,8,7.0,0.07407407407407407,109.875,2.366325369738339,65.0,0
4,62,0,3,3,1,2,25,0,633,400,F,course_334,M,international,23,13,7.0,0.06451612903225806,30.76923076923077,20.572499999999998,158.25,0
4,37,0,3,3,0,0,2,1,800,929,F,course_90,F,international,31,8,7.0,0.10810810810810811,116.125,6.889128094725511,200.0,0
4,54,0,0,0,0,0,0,5,20,843,F,course_288,F,international,26,8,7.0,0.07407407407407407,105.375,0.18979833926453143,5.0,0
4,54,0,0,0,0,0,0,7,60,1555,F,course_288,M,international,27,8,7.0,0.07407407407407407,194.375,0.3086816720257235,15.0,0
4,137,0,0,0,0,0,0,0,341,368,F,course_193,M,domestic,22,12,6.0,0.029197080291970802,30.666666666666668,11.119565217391305,85.25,0
4,23,0,0,0,0,0,0,5,111,1736,F,course_58,M,domestic,40,4,4.0,0.17391304347826086,434.0,0.2557603686635945,27.75,0
4,52,0,0,0,0,0,0,0,29,834,F,course_137,M,domestic,20,15,7.0,0.07692307692307693,55.6,0.5215827338129496,7.25,0
4,34,0,0,0,0,0,0,0,40,1614,F,course_32,M,domestic,24,6,1.0,0.11764705882352941,269.0,0.14869888475836432,10.0,0
4,23,0,0,0,0,0,0,5,7553,2021,F,course_58,M,domestic,22,4,4.0,0.17391304347826086,505.25,14.949035131123207,1888.25,0
4,23,0,0,0,0,0,0,4,6770,1462,F,course_58,M,domestic,22,4,4.0,0.17391304347826086,365.5,18.522571819425444,1692.5,0
4,62,0,9,9,0,0,0,1,747,541,F,course_323,M,international,23,6,6.0,0.06451612903225806,90.16666666666667,8.284658040665434,186.75,0
4,45,0,2,2,0,0,0,1,1135,385,F,course_10,M,domestic,19,11,5.0,0.08888888888888889,35.0,32.42857142857143,283.75,0
4,20,0,11,11,0,0,0,0,27,1114,F,course_93,M,domestic,22,11,6.0,0.2,101.27272727272727,0.2666068222621185,6.75,0
4,45,0,2,2,0,0,0,1,503,384,F,course_10,M,domestic,21,11,5.0,0.08888888888888889,34.90909090909091,14.408854166666668,125.75,0
4,62,0,1,1,0,0,0,10,19,435,F,course_274,M,domestic,20,14,7.0,0.06451612903225806,31.071428571428573,0.6114942528735632,4.75,0
4,22,0,0,0,0,0,0,2,669,1013,F,course_275,M,domestic,24,14,7.0,0.18181818181818182,72.35714285714286,9.245804540967423,167.25,0
4,11,0,4,4,0,0,0,2,10007,1480,F,course_83,M,international,24,15,8.0,0.36363636363636365,98.66666666666667,101.42229729729729,2501.75,0
4,11,0,4,4,0,0,0,3,22918,1401,F,course_83,F,international,22,14,8.0,0.36363636363636365,100.07142857142857,229.01641684511063,5729.5,0
4,25,0,0,0,0,0,0,0,3037,479,F,course_161,M,domestic,20,13,6.0,0.16,36.84615384615385,82.42379958246346,759.25,0
4,25,0,0,0,0,0,0,0,7355,217,F,course_161,M,domestic,23,13,6.0,0.16,16.692307692307693,440.62211981566816,1838.75,0
4,37,0,3,3,0,0,2,0,1747,866,F,course_90,F,international,28,8,7.0,0.10810810810810811,108.25,16.138568129330253,436.75,0
4,11,0,4,4,0,0,0,2,12197,667,F,course_83,M,international,24,15,8.0,0.36363636363636365,44.46666666666667,274.2953523238381,3049.25,0
4,62,0,1,1,0,0,0,11,50,172,F,course_274,M,domestic,22,14,7.0,0.06451612903225806,12.285714285714286,4.069767441860465,12.5,0
4,41,0,2,2,0,0,0,3,803,913,F,course_318,M,international,26,7,6.0,0.0975609756097561,130.42857142857142,6.156626506024097,200.75,0
4,90,0,4,4,0,0,0,1,639,1091,F,course_16,M,international,26,8,7.0,0.044444444444444446,136.375,4.6856095325389555,159.75,0
4,42,0,0,0,0,0,0,0,1868,980,F,course_190,F,domestic,19,12,6.0,0.09523809523809523,81.66666666666667,22.8734693877551,467.0,0
4,90,0,4,4,0,0,0,1,181,590,F,course_16,M,international,30,8,7.0,0.044444444444444446,73.75,2.454237288135593,45.25,0
4,14,0,6,6,0,0,0,1,10411,602,F,course_273,M,domestic,19,14,7.0,0.2857142857142857,43.0,242.11627906976744,2602.75,0
4,42,0,0,0,0,0,0,0,1388,1140,F,course_190,F,domestic,20,10,5.0,0.09523809523809523,114.0,12.175438596491228,347.0,0
4,49,0,2,2,1,2,10,0,392,71,F,course_87,F,domestic,19,11,7.0,0.08163265306122448,6.454545454545454,60.732394366197184,98.0,1
4,90,0,4,4,0,0,0,1,213,774,F,course_16,M,international,27,8,7.0,0.044444444444444446,96.75,2.201550387596899,53.25,0
4,15,0,0,0,0,0,0,0,273,430,F,course_298,M,domestic,21,14,8.0,0.26666666666666666,30.714285714285715,8.888372093023255,68.25,0
4,22,0,0,0,0,0,0,1,1039,398,F,course_275,M,domestic,21,14,7.0,0.18181818181818182,28.428571428571427,36.54773869346734,259.75,0
4,62,0,3,3,0,3,21,0,417,505,F,course_334,F,international,24,13,7.0,0.06451612903225806,38.84615384615385,10.734653465346534,104.25,0
4,14,0,6,6,0,0,0,3,2037,326,F,course_273,M,domestic,20,14,7.0,0.2857142857142857,23.285714285714285,87.47852760736197,509.25,0
4,9,0,8,8,0,0,0,0,14,294,F,course_133,M,domestic,21,14,7.0,0.4444444444444444,21.0,0.6666666666666666,3.5,0
4,49,0,3,3,0,0,0,2,235,508,F,course_87,F,international,26,9,7.0,0.08163265306122448,56.44444444444444,4.163385826771654,58.75,0
4,52,0,0,0,0,0,0,0,576,614,F,course_137,F,domestic,25,15,7.0,0.07692307692307693,40.93333333333333,14.071661237785017,144.0,0
4,37,0,3,3,1,0,1,0,40,801,F,course_90,F,international,30,8,7.0,0.10810810810810811,100.125,0.3995006242197253,10.0,0
4,108,0,0,0,0,0,0,1,110,811,F,course_348,M,international,24,11,6.0,0.037037037037037035,73.72727272727273,1.4919852034525276,27.5,0
4,49,0,3,3,5,4,33,2,169,1312,F,course_87,M,international,26,8,7.0,0.08163265306122448,164.0,1.0304878048780488,42.25,0
4,52,0,0,0,0,0,0,0,34,951,F,course_13,F,international,21,13,7.0,0.07692307692307693,73.15384615384616,0.46477392218717134,8.5,0
4,45,0,2,2,0,0,0,1,147,274,F,course_10,M,domestic,19,11,5.0,0.08888888888888889,24.90909090909091,5.901459854014599,36.75,0
4,11,0,4,4,0,0,0,2,8976,1312,F,course_83,F,international,20,14,8.0,0.36363636363636365,93.71428571428571,95.78048780487805,2244.0,0
4,23,0,0,0,0,0,0,6,307,1322,F,course_58,M,domestic,23,4,4.0,0.17391304347826086,330.5,0.9288956127080181,76.75,0
4,18,4,0,0,0,0,0,14,8020,707,F,course_5,M,domestic,37,11,5.0,0.2222222222222222,64.27272727272727,124.78076379066479,2005.0,0
4,85,0,0,0,0,0,0,0,19478,957,F,course_35,M,domestic,22,7,7.0,0.047058823529411764,136.71428571428572,142.4723092998955,4869.5,1
4,19,3,0,0,0,0,0,15,1304,1541,F,course_92,M,international,32,11,6.0,0.21052631578947367,140.0909090909091,9.308241401687216,326.0,0
4,60,0,3,3,0,0,0,1,9739,904,F,course_341,M,international,28,12,6.0,0.06666666666666667,75.33333333333333,129.2787610619469,2434.75,0
4,37,0,0,0,0,0,7,0,54,1079,F,course_25,M,domestic,21,11,6.0,0.10810810810810811,98.0909090909091,0.5505097312326228,13.5,0
4,19,4,0,0,0,0,0,10,1115,308,F,course_92,U,domestic,20,11,6.0,0.21052631578947367,28.0,39.82142857142857,278.75,0
4,35,0,1,1,0,0,0,0,123,470,F,course_138,F,domestic,20,21,7.0,0.11428571428571428,22.38095238095238,5.495744680851065,30.75,0
4,35,0,4,12,0,0,0,1,1370,1805,F,course_48,M,international,20,14,8.0,0.11428571428571428,128.92857142857142,10.626038781163436,342.5,0
4,17,0,0,0,0,0,0,0,562,1859,F,course_25,F,international,22,12,6.0,0.23529411764705882,154.91666666666666,3.6277568585260895,140.5,0
4,105,0,0,0,0,0,0,0,34,518,F,course_136,M,domestic,20,15,7.0,0.0380952380952381,34.53333333333333,0.9845559845559846,8.5,0
4,42,0,0,0,0,0,0,0,585,774,F,course_190,M,domestic,19,12,6.0,0.09523809523809523,64.5,9.069767441860465,146.25,0
4,52,0,0,0,0,0,8,0,292,294,F,course_137,M,domestic,21,14,7.0,0.07692307692307693,21.0,13.904761904761905,73.0,0
4,37,0,3,3,1,1,1,0,26,718,F,course_90,F,international,25,8,7.0,0.10810810810810811,89.75,0.28969359331476324,6.5,0
4,18,4,0,0,0,0,0,11,1723,3449,F,course_5,M,domestic,23,10,5.0,0.2222222222222222,344.9,4.995650913308205,430.75,0
4,60,0,3,3,0,0,0,1,369,605,F,course_341,M,international,24,12,6.0,0.06666666666666667,50.416666666666664,7.31900826446281,92.25,0
4,37,0,0,0,0,0,0,0,239,1114,F,course_25,M,domestic,22,11,6.0,0.10810810810810811,101.27272727272727,2.3599640933572714,59.75,0
4,28,0,39,87,0,0,0,0,865,1452,F,course_140,M,domestic,23,9,4.0,0.14285714285714285,161.33333333333334,5.361570247933884,216.25,0
4,54,0,3,3,0,0,0,1,2078,512,F,course_341,M,international,24,13,7.0,0.07407407407407407,39.38461538461539,52.76171875,519.5,0
4,29,0,0,0,0,0,0,0,1469,548,F,course_363,M,international,25,12,6.0,0.13793103448275862,45.666666666666664,32.167883211678834,367.25,0
4,25,0,0,0,0,0,0,11,1475,2397,F,course_227,M,domestic,22,9,4.0,0.16,266.3333333333333,5.538172715894869,368.75,1
4,17,0,0,0,0,0,0,0,47,1342,F,course_25,M,domestic,21,8,2.0,0.23529411764705882,167.75,0.28017883755588674,11.75,0
4,52,0,0,0,0,0,0,0,28,480,F,course_137,F,domestic,19,13,6.0,0.07692307692307693,36.92307692307692,0.7583333333333334,7.0,0
4,35,0,4,8,0,0,0,2,66,1131,F,course_48,M,international,20,14,8.0,0.11428571428571428,80.78571428571429,0.8169761273209548,16.5,0
4,15,0,5,5,0,0,0,6,17831,703,F,course_276,F,domestic,26,14,7.0,0.26666666666666666,50.214285714285715,355.0981507823613,4457.75,0
4,18,4,0,0,0,0,0,10,9035,708,F,course_5,M,domestic,20,14,8.0,0.2222222222222222,50.57142857142857,178.6581920903955,2258.75,0
3,16,0,0,0,0,0,0,9,961,2254,F,course_225,M,international,27,12,6.0,0.1875,187.83333333333334,5.116237799467613,320.3333333333333,0
3,17,0,0,0,0,0,0,0,536,1026,F,course_25,F,international,33,11,5.0,0.17647058823529413,93.27272727272727,5.746588693957116,178.66666666666666,0
3,11,0,3,3,0,0,0,2,39052,1131,F,course_83,M,international,20,14,8.0,0.2727272727272727,80.78571428571429,483.40229885057465,13017.333333333334,0
3,53,0,3,3,0,0,0,2,18,467,F,course_341,M,international,24,13,7.0,0.05660377358490566,35.92307692307692,0.5010706638115632,6.0,0
3,39,0,0,0,0,0,0,0,579,787,F,course_60,M,international,24,22,8.0,0.07692307692307693,35.77272727272727,16.18551461245235,193.0,0
3,90,0,4,4,0,0,0,1,323,929,F,course_16,F,international,31,8,7.0,0.03333333333333333,116.125,2.781485468245425,107.66666666666667,0
3,17,0,0,0,0,0,2,0,2354,985,F,course_25,F,international,46,11,5.0,0.17647058823529413,89.54545454545455,26.288324873096446,784.6666666666666,0
3,55,0,6,6,0,0,0,0,1754,745,F,course_296,M,domestic,22,10,5.0,0.05454545454545454,74.5,23.543624161073826,584.6666666666666,0
3,27,0,0,0,0,0,0,29,3802,556,F,course_325,M,international,25,12,6.0,0.1111111111111111,46.333333333333336,82.05755395683452,1267.3333333333333,0
3,42,0,0,0,0,0,0,0,1130,361,F,course_190,M,domestic,19,10,6.0,0.07142857142857142,36.1,31.301939058171744,376.6666666666667,1
3,60,0,3,3,0,0,0,1,423,649,F,course_341,M,international,25,12,6.0,0.05,54.083333333333336,7.821263482280431,141.0,0
3,42,0,0,0,0,0,0,0,686,1156,F,course_190,F,domestic,19,12,6.0,0.07142857142857142,96.33333333333333,7.1211072664359865,228.66666666666666,0
3,32,0,0,0,0,0,0,1,105,1852,F,course_224,M,international,23,14,7.0,0.09375,132.28571428571428,0.7937365010799137,35.0,0
3,9,0,4,4,0,0,2,0,32,573,F,course_135,M,domestic,19,13,7.0,0.3333333333333333,44.07692307692308,0.7260034904013961,10.666666666666666,0
3,14,0,5,5,0,0,0,0,3965,1350,F,course_273,M,domestic,20,14,7.0,0.21428571428571427,96.42857142857143,41.11851851851852,1321.6666666666667,0
3,110,0,0,0,0,0,0,0,990,588,F,course_348,M,international,23,11,6.0,0.02727272727272727,53.45454545454545,18.520408163265305,330.0,0
3,28,0,12,12,0,0,0,0,451,696,F,course_309,M,international,27,8,7.0,0.10714285714285714,87.0,5.183908045977011,150.33333333333334,0
3,14,0,6,6,0,0,0,2,2356,364,F,course_273,M,domestic,19,14,7.0,0.21428571428571427,26.0,90.61538461538461,785.3333333333334,0
3,22,0,0,0,0,0,0,1,18,238,F,course_275,M,domestic,25,7,7.0,0.13636363636363635,34.0,0.5294117647058824,6.0,1
3,15,0,5,5,0,0,0,10,44,320,F,course_276,M,domestic,20,14,7.0,0.2,22.857142857142858,1.925,14.666666666666666,0
3,90,0,4,4,0,0,0,1,45,710,F,course_16,M,international,27,8,7.0,0.03333333333333333,88.75,0.5070422535211268,15.0,0
3,110,0,0,0,0,0,0,0,18,745,F,course_348,F,international,24,11,6.0,0.02727272727272727,67.72727272727273,0.2657718120805369,6.0,0
3,28,0,12,12,0,0,0,0,322,949,F,course_309,M,international,31,8,7.0,0.10714285714285714,118.625,2.714436248682824,107.33333333333333,0
3,11,0,4,4,0,0,0,2,12632,2901,F,course_83,F,domestic,57,13,6.0,0.2727272727272727,223.15384615384616,56.60668734918993,4210.666666666667,0
3,42,0,0,0,0,0,0,0,0,384,F,course_190,F,domestic,20,6,6.0,0.07142857142857142,64.0,0.0,0.0,0
3,14,0,5,5,0,0,0,2,3972,398,F,course_273,M,domestic,21,14,7.0,0.21428571428571427,28.428571428571427,139.71859296482413,1324.0,0
3,62,0,3,3,0,2,61,0,44,900,F,course_334,F,international,32,13,7.0,0.04838709677419355,69.23076923076923,0.6355555555555555,14.666666666666666,0
3,9,0,0,0,0,0,0,0,28,1541,F,course_97,M,international,32,11,6.0,0.3333333333333333,140.0909090909091,0.199870214146658,9.333333333333334,0
3,15,0,5,5,0,0,0,5,5539,172,F,course_276,M,domestic,22,14,7.0,0.2,12.285714285714286,450.8488372093023,1846.3333333333333,1
3,9,0,8,10,0,0,0,0,34,733,F,course_88,M,international,27,13,6.0,0.3333333333333333,56.38461538461539,0.6030013642564802,11.333333333333334,0
3,62,0,3,3,0,1,15,0,45,573,F,course_334,F,international,27,13,7.0,0.04838709677419355,44.07692307692308,1.0209424083769634,15.0,0
3,28,0,29,41,0,0,0,0,20,385,F,course_140,M,domestic,19,11,5.0,0.10714285714285714,35.0,0.5714285714285714,6.666666666666667,0
3,54,0,3,3,0,0,0,3,231,629,F,course_362,M,international,25,12,6.0,0.05555555555555555,52.416666666666664,4.406995230524642,77.0,0
3,42,0,0,0,0,0,0,0,98,1543,F,course_190,F,domestic,22,5,5.0,0.07142857142857142,308.6,0.31756318859364874,32.666666666666664,0
3,35,0,4,4,1,2,8,0,577,718,F,course_20,F,international,25,8,7.0,0.08571428571428572,89.75,6.428969359331476,192.33333333333334,0
3,81,0,1,1,0,0,0,10,37,698,F,course_33,M,domestic,37,12,6.0,0.037037037037037035,58.166666666666664,0.6361031518624642,12.333333333333334,0
3,33,0,3,4,1,0,0,1,1089,516,W,course_160,M,domestic,20,12,6.0,0.09090909090909091,43.0,25.325581395348838,363.0,0
3,49,0,4,4,1,2,7,1,1579,710,F,course_87,M,international,27,8,7.0,0.061224489795918366,88.75,17.791549295774647,526.3333333333334,0
3,23,0,0,0,0,0,0,4,1034,1133,F,course_58,M,domestic,23,4,4.0,0.13043478260869565,283.25,3.650485436893204,344.6666666666667,0
3,29,0,0,0,0,0,0,0,4400,619,F,course_363,M,international,26,12,6.0,0.10344827586206896,51.583333333333336,85.29886914378028,1466.6666666666667,0
3,23,0,0,0,0,0,0,4,85,4413,F,course_58,M,domestic,22,4,4.0,0.13043478260869565,1103.25,0.07704509404033537,28.333333333333332,0
3,54,0,0,0,0,0,0,5,42,1094,F,course_288,M,international,27,8,7.0,0.05555555555555555,136.75,0.3071297989031079,14.0,0
3,91,0,4,4,0,0,0,0,259,519,F,course_63,M,international,24,22,8.0,0.03296703296703297,23.59090909090909,10.978805394990367,86.33333333333333,0
3,18,0,0,0,0,0,0,0,37,723,F,course_17,M,domestic,23,14,7.0,0.16666666666666666,51.642857142857146,0.7164591977869986,12.333333333333334,0
3,54,0,3,3,0,0,0,1,119,796,F,course_341,M,international,27,11,6.0,0.05555555555555555,72.36363636363636,1.6444723618090453,39.666666666666664,0
3,36,0,0,0,0,0,0,1,268,519,F,course_62,M,international,24,22,8.0,0.08333333333333333,23.59090909090909,11.360308285163777,89.33333333333333,0
3,17,0,0,0,0,0,0,0,186,1883,F,course_25,F,domestic,23,11,5.0,0.17647058823529413,171.1818181818182,1.0865639936271907,62.0,0
3,54,0,3,3,0,0,0,1,644,745,F,course_341,F,international,24,11,6.0,0.05555555555555555,67.72727272727273,9.508724832214764,214.66666666666666,0
3,14,0,6,6,0,0,0,3,1886,320,F,course_273,M,domestic,20,14,7.0,0.21428571428571427,22.857142857142858,82.5125,628.6666666666666,0
3,13,0,0,0,0,0,0,0,24,824,F,course_111,F,domestic,31,14,7.0,0.23076923076923078,58.857142857142854,0.4077669902912622,8.0,0
3,14,0,5,5,0,0,0,3,10547,435,F,course_273,M,domestic,20,14,7.0,0.21428571428571427,31.071428571428573,339.44367816091955,3515.6666666666665,0
3,17,0,0,0,0,0,0,0,329,1110,F,course_25,M,domestic,21,10,5.0,0.17647058823529413,111.0,2.963963963963964,109.66666666666667,0
3,63,0,3,3,0,0,0,0,0,37,F,course_101,F,domestic,19,6,6.0,0.047619047619047616,6.166666666666667,0.0,0.0,0
